Original,Part of,Translation
Total City|Population,"",Población|Total Ciudad
Resolved,"",Resuelto
FRIENDLY,"",AMISTOSO
Temp Damage|Bonus,"",Bonus Temp|Daño
Druid|Level,"",Nivel de|Druida
ALCHEMY,"",ALQUIMIA
Bonus against charm and compulsion effects,"",Bon contra efectos de encantamiento y compulsión
Improved Vital Strike,"",Golpe vital mejorado
Monk|Level,"",Nivel de|Monje
Good Cleric,"",Clérigo Bueno
Saving throw bonus,"",Bonus Tiros Salvación
2ft,"",2ft
+ 2 + 4d6,"",+ 2 + 4d6
Your starting languages,"",Tus lenguajes iniciales
Crippling Critical,"",Crítico lisiante
TOME OF SECRETS,"",TOMO DE SECRETOS
Change shape as a move action.,"",Cambia de forma como acción de movimiento.
"Bluff, Intimidate","","Engañar, Intimidar"
Spell Save DC = 10 + CHA + Spell Level,"",CD Salv de Conjuro = 10 + CAR + Nivel de Conjuro
dice,"",Dados
Misc|Modifier,"",Modif.|Misc
Arms / Wrists,"",Brazos / Muñecas
Silver,"",plata
PRIEST,"",CLÉRIGO
INQUISITOR,"",INQUISIDOR
Make attacks of opportunity with a bow,"",Hace ataques de oportunidad con un arco
Invoke three judgements at once,"",Invoca tres juicios a la vez
Heavy,"",Pesado
Base|Attack Bonus,"",Bonificador de|Ataque Base
Shaman|Level,"",Chaman|Nivel
SHIELD,"",ESCUDO
Race (including subtypes or customisations),"",Raza (incluyendo subtipos o personalizaciones)
Stable,"",Estable
Spell immunity,"",Inmunidad a conjuros
TREASURY,"",TESORERÍA
INIT,"",INIC
OTHER EVENTS,"",OTROS EVENTOS
MAGIC ITEMS,"",OBJETOS MÁGICOS
Light Load,"",Carga Ligera
Rank / Position,"",Rango / Posición
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrarresta efectos mágicos que dependan de la vista.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
Other:,"",Otro:
Gorgon’s Fist,"",Puño del Gorgón
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modif. Habilidad = (Punt. Total Habil. -10) ÷ 2
Forge Ring,"",Forjar anillo
Double Slice,"",Doble tajo
Ride,"",Montar
Survival|Bonus,"",Bon de|Supervivencia
Evasion,"",Evasión
Kingdom’s|Income,"",Ingresos|del Reino
Throw Anything,"",Lanzar cualquier cosa
Motivations,"",Motivaciones
Snatch Arrows,"",Atrapar flechas
Max Load,"",Carga Máxima
"Diplomacy, Perception","","Diplomacia, Percepción"
3ft,"",3ft
Power Attack,"",Ataque Poderoso
ANTIPALADIN,"",ANTIPALADÍN
Carried Items,"",Obejtos llevados
per,"",por
Intended progression,"",Progresión prevista
Catch off-guard,"",Tomar desprevenido
Improved Precise Shot,"",Disparo Preciso Mejorado
CMB,"",BMC
Forgery,"",Falsificar
Disable|Device,"",Inutilizar|Mecanismo
From Level 4,"",Desde Nivel 4
