Original,Part of,Translation
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,ASIGNAR LIDERAZGO
coins,"",monedas
Fast Movement,Fast Movement +30 ft,Movimiento Rápido
Immune to all diseases,"",Inmune a todas las enfermedades
Improved Disarm,"",Desarme mejorado
Critical Wounds,"",Heridas Críticas
Hit|Die,"",Dado|Golpe
"loyalty,","+1 loyalty, +1bp consumption","lealtad,"
mins,"",mins
or,"",o
PLACE|CHOCOLATE|HERE,"",PON|CHOCOLATE|AQUÍ
POISON RESISTANCE FORTITUDE SAVE BONUS,"",BONIFICADOR A SALV DE FORTALEZA POR RESISTENCIA A VENENOS
CMB,Use monk level in place of BAB for calculating CMB,BMC
Fire and cold resistance,"",Resistencia a Fuego y Frío
Suggest actions to already fascinated creatures,"",Sugiere acciones a craituras ya fascinadas
Damage resistance,Damage resistance  10 / psionic,Reducción de daño
DEFENCE,COMBAT MANEUVRE|DEFENCE,DE COMBATE
ENERGY,ENERGY ROLL,ENERGÍA
Point|Cost,"",Coste|Puntos
Spell Resistance,"",Resistencia a Conjuros
(RANGER),"",(EXPLORADOR)
40 ft,Slow Fall 40 ft,40 ft
Add your full,Double Slice    Add your full STR to damage with an off-hand weapon,Añada tu completo
Charge,Charge  -2 to AC for the rest of the round,Carga
Morale bonus to your mount’s strength|modifier during,Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),Bonus Moral al modif. fuerza de tu|montura durante la
Sixth Sense +3,"",Sexto Sentido +3
Your weapon also counts as adamantine|for overcoming damage resistance.,"",Tu arma también cuenta como adamantina|para sobrepasar resistencia al daño
BONDED OBJECT,"",OBJETO VINCULADO
No age penalties or artificial ageing,"","Sin penalización por edad, o envejecimiento artificial"
Reduce effective falling height using wall,"","Reduce altura de caida, usando un muro"
Summon Nature’s Ally I,"",Conovocar Aliado Natural I
Survival|Bonus,"",Bon de|Supervivencia
BONDED WEAPON,"",ARMA VINCULADA
RAGE!,"",¡FURIA!
SAVE DC,WILL|SAVE DC,VOLUNTAD
(which grants,(which grants +16 to Acrobatics),(concede
Base|Extracts,"",Extractos|Base
Don’t die until negative hp equals double your constitution score.,"",No muere hasta que los pg negativos igualan el doble de su puntuación de Constitución.
40 ft,"",40 ft
BASE ATTACK & SAVING THROWS,"",ATAQUE BASE & PRUEBAS SALVACIÓN
Energy resistance bonus,"",Bonus Resistencia Energía
WIS,"Add WIS to CMB, once a round",SAB
20ft,Treat unarmed attacks as magic weapons|Increase range of a thrown object 20ft - 1 ki point,20ft
Creature Type,"",Tipo de criatura
= d6 +,"",= d6 +
CMD,+2 shield bonus to AC and CMD while stationary,BMC
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Daño de ataque furtivo se aplica cuando el objetivo es flanqueado o|pierde el bonus DES a CA.|En ataques a distancia, solo se aplica dentro de 30ft.|No se multiplica con crítico.|No puede ser no letal, execpto usando armas no letales."
unrest at upkeep,"Intelligence - If vacant, -4 economy and +1 unrest at upkeep",malestar en el mantenimiento
WITHDRAW,"WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check",RETIRAR
per successive hit,"",por golpe sucesivo
RANGED|ATTACK,"",ATAQUE A|DISTANCIA
to Acrobatics),(which grants +8 to Acrobatics),a Acrobacias)
Arms / Wrists,"",Brazos / Muñecas
CHANNEL POSITIVE ENERGY,"",CANALIZAR ENERGÍA POSITIVA
Skill|Bonus,"",Bonus de|Habilidad
Skill|Ranks,"",RANGOS|HABIL.
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Concede
LAY ON HANDS,"",IMPOSICIÓN DE MANOS
Saving throw = 10 + Casting Stat + Spell Level,"",Prueba Salv = 10 + Caract. Lanzamiento + Nivel Conjuro
